Shape,formula_pretty,formula_anonymous,volume,density,density_atomic,energy_per_atom,band_gap,efermi,is_gap_direct,is_metal,is_magnetic,ordering,total_magnetization,theoretical
2,Cs2KPdF6,ABC2D6,202.93637966149117,4.298459240763782,20.293637966149117,-4.468444578,0.4386,0.10430951,0,0,1,1,1.0029199,1
0,Cs2LiTaBr6,ABC2D6,328.2989246230527,4.71974892623425,32.82989246230527,-4.143199034,0.0,2.52484871,0,1,1,1,1.998841,1
0,Cs2LiTaI6,ABC2D6,407.98621128134,4.945670075804265,40.798621128134,-3.6245670090000006,0.0,3.28300037,0,1,1,1,1.9986259,1
0,Cs2LiTlBr6,ABC2D6,352.1708128153168,4.510322461784112,35.21708128153168,-3.152427573,0.5505,-0.27291667,1,0,0,0,0.0002389,1
0,Cs2ScAgBr6,ABC2D6,347.85861207538045,4.286977605502238,34.78586120753805,-3.915614625,2.8546,-0.13211048,0,0,0,0,0.000254,1
0,Cs2YTlI6,ABC2D6,529.5581893235457,4.14078472705921,52.95581893235457,-3.529391982,3.0866,0.3934375,1,0,0,0,0.000926,1
0,ErCuO3,ABC3,53.403026653845295,8.669239076915824,10.680605330769058,-6.906084548,0.0,4.99354127,0,1,0,0,0.000666,1
0,Fe3NiN,ABC3,53.75524893195147,7.421038440795771,10.751049786390292,-8.032090491999998,0.0,6.13814878,0,1,1,1,8.0131899,0
0,Fe3NiN,ABC3,78.99992117975385,5.049622363683991,15.79998423595077,-6.121132214,0.0,2.66115016,0,1,1,1,10.9903852,0
0,Gd3InN,ABC3,115.9483160404297,8.601054209479306,23.18966320808594,-11.68776736,0.0,4.58065029,0,1,1,1,21.888467,0
1,HoBO3,ABC3,118.51798572341876,6.269566790805142,11.851798572341874,-8.692011009,4.5465,1.82271715,0,0,0,0,0.0,1
6,HoBO3,ABC3,620.0271110640851,7.190554227179876,10.33378518440142,-8.722134835333332,5.0472,2.75562229,0,0,0,0,0.0039543,1
3,HoBO3,ABC3,119.955862864517,6.19441525958512,11.9955862864517,-8.75474245,5.089799999999999,1.4755597,0,0,0,0,0.0,1
1,HoBO3,ABC3,321.8398383288317,6.926331102417453,10.727994610961057,-8.781244773,5.4365,2.04266163,0,0,0,0,0.0,1
6,HoBO3,ABC3,223.983121981949,6.634932318378414,11.19915609909745,-8.748231233999999,5.367,1.95497064,1,0,0,0,0.0,1
0,HoBO3,ABC3,41.8843783630594,8.870328944168055,8.37687567261188,-7.910179908000001,2.6416000000000004,5.83404344,0,0,0,0,0.0013728,1
0,K2InGaI6,ABC2D6,442.9750267986698,3.839189406053528,44.29750267986698,-2.757783384,0.1559999999999999,1.58020833,0,0,0,0,0.0014242,1
0,K2LiPdF6,ABC2D6,141.46152306530266,3.5866602565110823,14.146152306530263,-4.603924451999999,0.0,0.01700786,0,1,1,1,1.0000481,1
2,K2LiPdF6,ABC2D6,142.27261192685958,3.5662128903958066,14.227261192685958,-4.612594424999999,0.3787,-0.17400852,0,0,1,1,0.9999035,1
0,K2NaYBr6,ABC2D6,365.6816874965567,3.04023383136253,36.56816874965567,-4.063428088,4.0741,-1.14335787,1,0,0,0,0.000641,1
0,KGdNb2O6,ABC2D6,134.15640489739107,5.9184587044018775,13.415640489739108,-9.466294548,0.0,5.05690765,0,1,1,1,6.2799787,1
0,KNiF3,ABC3,64.38821575917798,3.991875024933351,12.877643151835596,-5.166724965999999,0.0,1.41033415,0,1,1,1,2.0,0
1,KSrTbBiO6,ABCDE6,646.9324153325588,6.063992513058499,16.173310383313968,-6.484090871499999,0.0,1.3821873,0,1,0,0,4.0000007,1
0,KSrTbBiO6,ABCDE6,163.96663787630817,5.981389528141212,16.396663787630818,-6.460831064999999,0.0,1.43501779,0,1,0,0,1.0000001,1
5,La2GaFeO6,ABC2D6,494.4240699650462,6.708672262054564,12.360601749126156,-8.07832108725,2.307899999999999,6.01267189,0,0,1,2,1.3e-06,1
0,La2MnNiO6,ABC2D6,117.52420760031438,6.887186577094375,11.752420760031438,-8.224152001,1.2796999999999992,7.15575869,0,0,1,1,4.9934596,1
3,La2MnNiO6,ABC2D6,119.90011867273616,6.750711792686394,11.990011867273616,-8.273782222,1.5804999999999998,6.76040717,0,0,1,1,5.0000052,1
5,La2MnNiO6,ABC2D6,240.36567156689625,6.734831473996657,12.01828357834481,-8.278698570500001,0.0,7.20461011,0,1,1,1,9.9998687,0
6,La4Nb(CoO4)3,AB3C4D12,259.4075597491354,6.512148974821233,12.970377987456768,-8.2773840975,0.0,6.35934313,0,1,1,3,0.0348796,1
1,LaScS3,ABC3,458.30319977671337,4.058837585146462,22.91515998883567,-7.1151509410000005,1.6446000000000005,5.12157966,1,0,0,0,0.0,1
5,LiLa2ReO6,ABC2D6,255.54912029653772,7.368066773190458,12.777456014826887,-8.409434219000001,0.0,7.4027333,0,1,1,1,3.9972046,0
5,LiNd2IrO6,ABC2D6,247.86480682820056,7.820023958783751,12.393240341410028,-7.714457378,0.0,3.81008634,0,1,1,1,4.0504608,0
0,Lu3InC,ABC3,107.40838576530209,10.07577406552093,21.481677153060414,-5.68388206,0.0,4.28634854,0,1,0,0,9.5e-06,1
0,Na3AuF6,AB3C6,160.54486626553765,3.929633327294261,16.054486626553764,-4.035033760999999,0.5640999999999999,-0.61864084,0,0,1,1,2.0000521,1
0,Na3BrO,ABC3,93.15250142153528,2.93902544973586,18.630500284307058,-3.737887096,1.8815,0.9397745,1,0,0,0,0.0681367,1
1,Na3DyTi2Nb2O12,AB2C2D3E12,477.0414547674664,4.90814689435496,11.926036369186658,-8.3394286845,2.5154999999999994,1.95093732,0,0,0,0,0.0023703,1
6,Na3DyTi2Nb2O12,AB2C2D3E12,236.11503296944505,4.958154305656821,11.805751648472253,-8.3341390835,2.6082,1.87081256,0,0,0,0,0.0034965,1
0,NaEuZrSbO6,ABCDE6,135.63135208403165,5.924821815933715,13.563135208403164,-8.199500028,0.0907,6.11340056,0,0,1,1,7.0000002,1
0,NaSrMnBiO6,ABCDE6,131.47321279562277,5.942841794118302,13.147321279562275,-6.446402316,0.0,2.693666,0,1,1,1,3.2690287,1
5,Nd4Ni3O10,A3B4C10,416.769451198214,7.2756879766283,12.25792503524159,-7.498062257352941,0.0,4.69093265,0,1,0,0,0.1046868,1
5,Nd4Ni3O10,A3B4C10,833.5388541378694,7.275688397861471,12.257924325556903,-7.716227591176469,0.0,4.09874944,0,1,1,1,16.0080491,0
0,Rb2LiNdCl6,ABC2D6,302.12489518005987,2.9395693063235293,30.212489518005988,-4.410962945,4.8504000000000005,-0.98583333,1,0,0,0,1.64e-05,1
0,Rb2NaGaCl6,ABC2D6,277.8072514687602,2.847387755437312,27.780725146876023,-3.700475295,2.9042,-0.62488598,1,0,0,0,0.0011545,1
0,Rb2NbAgF6,ABC2D6,189.18535694251992,4.263146115942126,18.918535694251997,-5.259301424999999,0.0,2.54168917,0,1,1,1,2.0007032,1
0,Rb2YTlF6,ABC2D6,229.56834053159795,4.182409800645718,22.956834053159795,-5.553364308,4.6661,-0.85255223,0,0,0,0,0.0027737,1
0,Rb3AsCl6,AB3C6,351.5687257889571,2.569638847661801,35.156872578895715,-3.655544531,3.4887,-0.71482235,1,0,0,0,0.0013139,1
0,Rb3RhF6,AB3C6,189.1985572070366,4.154006358868541,18.91985572070366,-4.773773793,2.1829,-0.02206588,1,0,0,0,0.0,1
2,RbAgF3,ABC3,165.15016611284094,5.034021616981131,16.515016611284093,-4.041566687,0.0,-0.54359696,0,1,0,0,7.3e-06,0
0,RbAgF3,ABC3,82.1683324390747,5.058941088262324,16.43366648781494,-4.040123524,0.0,-0.68949576,0,1,0,0,9e-07,1
1,RbAgF3,ABC3,77.92751683188361,5.334248671452057,15.585503366376722,-3.92832923,0.0,0.70960277,0,1,0,0,0.0018183,1
4,RbMgH3,ABC3,428.6656151988668,2.6216685563204,14.288853839962227,-2.8848991706666665,2.5619,-0.01193065,0,0,0,0,0.0,0
5,RbPbCl3,ABC3,186.76458044490604,3.547779715200581,37.35291608898121,-3.87638783,2.1948,0.79713052,1,0,0,0,0.0006274,1
1,RbPbCl3,ABC3,321.3275545873426,4.124138005352904,32.13275545873426,-3.914520416,3.263,0.15944176,0,0,0,0,0.0,1
0,RbPbCl3,ABC3,187.45133578838053,3.534781906107159,37.49026715767611,-3.876167596,2.1963,0.85996495,1,0,0,0,0.0023644,1
0,RbRuO3,ABC3,62.97762089316109,6.184041013311599,12.595524178632218,-6.458186190000001,0.0,3.19489095,0,1,0,0,0.0416099,1
1,ScCrO3,ABC3,207.8888721409463,4.631233740587391,10.394443607047316,-9.296693205,2.4178,4.44164694,0,0,1,2,5e-07,0
5,Sr2DyTaO6,ABC2D6,289.5213598334611,7.050997972322496,14.476067991673052,-8.5560487225,3.8496,1.70882522,0,0,0,0,0.0004881,1
0,Sr2EuNbO6,ABC2D6,154.90750922391263,5.532433353429948,15.490750922391266,-8.486518424,0.0,2.57071835,0,1,1,1,6.0000001,1
0,Sr2EuNbO6,ABC2D6,604.3807951463845,5.672023185445908,15.109519878659611,-8.553363086000001,0.0,2.36166823,0,1,1,1,23.9999996,1
0,Sr2InSbO6,ABC2D6,139.8385786418042,6.030136018058424,13.983857864180418,-6.523831518,1.0652,4.15449363,1,0,0,0,0.0,1
0,Sr2TaAlO6,ABC2D6,121.53532198183136,6.546850316351787,12.153532198183138,-8.353873973999999,3.5770000000000004,7.08932972,1,0,0,0,4.24e-05,1
2,Sr2TaAlO6,ABC2D6,124.05932442235034,6.413653829484513,12.405932442235034,-8.30244337,1.0943,3.96078923,0,0,0,0,0.0004231,1
5,Sr3Ca(SnO3)4,AB3C4D12,271.6107150213629,5.928861454973444,13.580535751068146,-6.762485096500001,1.8809,5.78695371,0,0,0,0,0.0002067,1
6,Sr4Tb2Mg(RuO6)2,AB2C2D4E12,299.9357724814256,6.016693292935034,14.28265583244884,-7.263341806666666,0.1105999999999998,3.8747134,0,0,1,1,4.0112972,1
6,Sr4Tb2Mg(RuO6)2,AB2C2D4E12,301.8058713964497,5.979411673637541,14.3717081617357,-7.251902556190476,0.0,3.89336447,0,1,1,1,3.9984167,1
6,Sr4Tb2Mg(RuO6)2,AB2C2D4E12,298.04398003360654,6.054883411491143,14.192570477790788,-7.278440078571428,0.0,3.86754617,0,1,1,1,3.9923514,1
6,Sr4Zr3TiO12,AB3C4D12,277.10580712368915,5.177536201047497,13.855290356184458,-8.602949040999999,2.604,2.16922913,0,0,0,0,1.94e-05,1
6,SrCa7Ti2Mn6O24,AB2C6D7E24,1782.562279583383,4.38763414887326,11.141014247396145,-7.879839125875,0.3421000000000003,2.8307879,1,0,1,1,72.0000027,1
1,SrCa7Ti2Mn6O24,AB2C6D7E24,451.2215445914888,4.333365297015199,11.28053861478722,-7.831422001999999,0.0,3.38852259,0,1,1,1,18.2868792,1
3,SrCa7TiMn7O24,ABC7D7E24,447.17665488079086,4.398819812243821,11.179416372019771,-7.7261584155,0.0,3.3529316,0,1,1,1,21.3702219,1
6,SrCa7TiMn7O24,ABC7D7E24,1778.169178911896,4.424887243330186,11.11355736819935,-7.776444155749999,0.3636999999999997,2.83307333,1,0,1,1,84.0000051,1
0,SrCaTiNbO6,ABCDE6,127.50079853357148,4.746738798248539,12.750079853357146,-8.473100374000001,0.0,5.83452743,0,1,0,0,2.1e-05,1
6,SrLa3Cr4O12,AB3C4D12,241.9301519532636,6.206948847587906,12.096507597663178,-8.763899225500001,0.7477,6.30854038,0,0,1,3,1.0112352,1
5,SrLa3Cr4O12,AB3C4D12,241.99633656676696,6.205251282590264,12.09981682833835,-8.751909814000001,0.0,5.62406174,0,1,1,3,0.0111695,1
5,SrLaCuSbO6,ABCDE6,265.6306937167745,6.349176034170135,13.281534685838723,-6.9823004045,0.3682999999999996,5.5613323,0,0,1,1,2.0058901,1
0,SrLaTiFeO6,ABCDE6,246.34150235748143,5.746315467509045,12.317075117874072,-8.426108239,1.7674000000000003,5.05479605,0,0,1,2,0.0,1
1,SrLaTiFeO6,ABCDE6,169.41578788460376,4.177756993493446,16.941578788460376,-8.261090671,1.0835000000000004,2.12277502,0,0,1,1,5.0026381,1
0,SrOsO3,ABC3,63.63388435567394,8.503074601842126,12.726776871134788,-7.619098773999999,0.0,5.66234618,0,1,1,1,1.0549489,1
1,SrOsO3,ABC3,251.60559242284316,8.602092833802455,12.580279621142155,-7.6549400565,0.0,5.24327337,0,1,1,1,4.2483181,0
0,SrSmCrSnO6,ABCDE6,127.9452254150225,6.550029551794096,12.79452254150225,-7.699768171999999,2.1038999999999994,4.64328431,1,0,1,1,2.9999292,1
0,SrSmEuNiO6,ABCDE6,135.74635661316876,6.662320260042077,13.574635661316876,-7.666813845,0.0,2.59556874,0,1,1,1,6.0034662,1
0,SrSmZrCrO6,ABCDE6,130.97207384877575,6.050170905972822,13.097207384877574,-8.658306005,2.4087,3.7030914,0,0,1,1,3.0000004,1
0,TiFe3N,ABC3,52.23070739036822,7.293451067411127,10.446141478073644,-8.668377977999999,0.0,7.0598259,0,1,1,3,1.6523892,1
0,TlCoF3,ABC3,74.10504154645177,7.177515697688809,14.821008309290354,-5.042304014000001,0.0,2.44361407,0,1,1,1,3.000163,1
0,YbMgO3,ABC3,58.70979239693698,6.939250705746186,11.741958479387396,-5.951151506,0.0,1.72144792,0,1,1,1,1.9988442,1
0,YbNbO3,ABC3,63.82780586260885,8.16755695722142,12.76556117252177,-8.468985888,0.0,4.73723963,0,1,0,0,0.0007016,1
1,BaCaZr2O6,ABC2D6,146.7643659341326,5.157626187857408,14.67643659341326,-8.648629853,3.1207000000000003,2.07707446,0,0,0,0,0.0,1
2,BaCaZr2O6,ABC2D6,149.04594073158185,5.078673954290229,14.904594073158185,-8.629198287,3.1767,2.1688459,0,0,0,0,0.0,1
0,BaNaEuWO6,ABCDE6,154.7257997382868,6.354684824749008,15.47257997382868,-8.296427291,0.0,1.78655048,0,1,1,1,6.0,1
0,BaNdEuSbO6,ABCDE6,160.31925969722934,6.745861317005348,16.031925969722934,-8.019008807,0.6954000000000002,5.44362118,0,0,1,1,6.9980835,1
6,BaNdEuSbO6,ABCDE6,314.3176508922666,6.881519312023356,15.715882544613333,-8.0622746245,0.1501999999999999,6.01886169,1,0,1,1,13.9999949,1
1,BaNdEuSbO6,ABCDE6,633.855704463556,6.8248434761836565,15.8463926115889,-8.050680652,0.1288999999999998,6.00358554,0,0,1,1,27.9999972,1
6,BaSrCeTiO6,ABCDE6,297.337458259524,5.684397614554702,14.8668729129762,-8.2324342185,2.1393000000000004,2.87388006,0,0,0,0,0.0,1
1,BaSrCeTiO6,ABCDE6,593.3493628567039,5.697096665986923,14.8337340714176,-8.231679777,2.0698000000000003,3.01745914,0,0,0,0,0.0,1
0,BaSrCeTiO6,ABCDE6,149.72228715740985,5.644397940138427,14.972228715740986,-8.217613749,2.1429,3.11765591,1,0,0,0,0.0,1
0,BaSrYSbO6,ABCDE6,151.65346164673403,5.820888743359171,15.165346164673403,-7.449895085,3.5348,3.0136058,1,0,0,0,0.0,1
1,BaSrYSbO6,ABCDE6,603.3565678747468,5.852313373502092,15.08391419686867,-7.46309864725,3.4776,2.96829413,1,0,0,0,0.0,1
0,BeInO3,ABC3,44.98670568815324,6.342490224546631,8.997341137630647,-5.796295332,0.0,6.46332566,0,1,1,1,0.7138448,1
5,Ca4Mn3CrO12,AB3C4D12,876.2990020933997,4.313768459164353,10.953737526167496,-7.756144506625,0.3445999999999998,2.90514851,0,0,1,1,44.0010721,1
2,Ca4Mn3CrO12,AB3C4D12,220.71186604917756,4.2817713697203725,11.035593302458876,-7.673319641000001,0.0,3.4578542,0,1,1,1,11.3313175,1
2,Ca8Mn8O23,A8B8C23,445.216939868669,4.207562944556542,11.415818970991516,-7.668527845384615,0.0,3.4886135,0,1,1,1,25.9999968,1
6,Ca8Mn8O23,A8B8C23,1785.236810068934,4.197265680193847,11.44382570557009,-7.70894694224359,0.0,3.26504867,0,1,1,1,104.0000062,1
0,CaEuHfFeO6,ABCDE6,127.69206135383436,6.793072559530901,12.769206135383437,-9.027098534,0.0,3.03267376,0,1,1,1,11.0000007,1
1,CaHo(FeO3)2,ABC2D6,226.61224293553173,6.048179006237593,11.330612146776588,-7.873854176,0.0,3.14895067,0,1,1,1,18.0000353,1
1,CaTmMn2O6,ABC2D6,222.48884928493555,6.192959824268081,11.124442464246776,-8.244662947,0.0,3.79298449,0,1,1,1,14.070671,1
1,CaTmMn2O6,ABC2D6,222.69461358785733,6.187237682898189,11.134730679392868,-8.247238004,0.0,3.81976301,0,1,1,1,14.0007902,1
0,Ce3AlC,ABC3,124.05038839781577,6.148730535293477,24.81007767956315,-6.38450763,0.0,7.12661914,0,1,1,1,2.5469901,0
1,CeRhO3,ABC3,251.99033953667276,7.670922335971273,12.599516976833636,-8.1817845965,0.0,7.22353613,0,1,1,1,3.9984864,1
0,Cr3PtN,ABC3,59.93174878989092,10.115305395485436,11.986349757978184,-9.06558658,0.0,7.69890551,0,1,1,1,6.8029994,0
0,Cs2KPdF6,ABC2D6,202.8946996532461,4.299342259476947,20.28946996532461,-4.454912967,0.0,0.25171424,0,1,1,1,0.9996598,1
2,Cs2KPdF6,ABC2D6,202.93637966149117,4.298459240763782,20.293637966149117,-4.468444578,0.4386,0.10430951,0,0,1,1,1.0029199,1
3,Cs2LiInCl6,ABC2D6,594.8765229435826,3.351288803716525,29.743826147179128,-3.769727556,3.6618,-0.20934819,1,0,0,0,0.0002006,0
0,Cs2LiInCl6,ABC2D6,288.8730780057476,3.450655638624412,28.88730780057476,-3.756440229,2.7765,-0.03916667,1,0,0,0,9.35e-05,1
0,Cs2LiTaBr6,ABC2D6,328.2989246230527,4.71974892623425,32.82989246230527,-4.143199034,0.0,2.52484871,0,1,1,1,1.998841,1
5,Cu2Bi8Pb3Se3S13,A2B3C3D8E13,763.5466091644774,6.685812105929822,26.32919341946474,-4.592058696896552,0.3505000000000002,4.57331933,0,0,0,0,0.0043014,1
0,ErCuO3,ABC3,53.403026653845295,8.669239076915824,10.680605330769058,-6.906084548,0.0,4.99354127,0,1,0,0,0.000666,1
0,Eu2VWO6,ABC2D6,129.93122752175051,8.111629227662617,12.99312275217505,-9.964508145,0.3942000000000005,5.63846517,0,0,1,1,16.9999997,1
0,Eu2YWO6,ABC2D6,147.72797753083103,7.561162399529028,14.772797753083102,-9.939453238,0.0,5.02725159,0,1,1,1,15.0000004,1
0,Fe3NiN,ABC3,53.75524893195147,7.421038440795771,10.751049786390292,-8.032090491999998,0.0,6.13814878,0,1,1,1,8.0131899,0
0,Fe3NiN,ABC3,78.99992117975385,5.049622363683991,15.79998423595077,-6.121132214,0.0,2.66115016,0,1,1,1,10.9903852,0
0,Fe3PtN,ABC3,103.22388246464736,6.058691781427252,20.644776492929477,-5.978059606,0.0,1.55927759,0,1,1,1,11.6663812,1
0,Fe3PtN,ABC3,57.02610009663068,10.966937722829178,11.405220019326135,-8.215224813999999,0.0,6.39377339,0,1,1,1,8.7936485,0
0,HgOsO3,ABC3,61.84708243829101,11.781877746005884,12.3694164876582,-6.127337816,0.0,4.19491491,0,1,0,0,0.0022294,1
0,K2AsAuBr6,ABC2D6,326.26781049384755,4.2217824520502285,32.62678104938475,-3.168749064,0.1518,0.85054345,0,0,0,0,0.0004757,1
0,K2NaPdF6,ABC2D6,159.34316396573698,3.351408480121344,15.934316396573696,-4.511160858999999,0.0,-0.13395697,0,1,1,1,0.9999665,1
2,K2NaPdF6,ABC2D6,160.0300650515013,3.337023144946393,16.003006505150132,-4.521487545,0.5740000000000001,-0.44149792,0,0,1,1,1.0002381,1
0,K2NaRhF6,ABC2D6,154.60154636911963,3.4164474988723152,15.460154636911962,-4.878004295999999,2.0001,0.0582441,1,0,0,0,0.0,0
0,K2NaYBr6,ABC2D6,365.6816874965567,3.04023383136253,36.56816874965567,-4.063428088,4.0741,-1.14335787,1,0,0,0,0.000641,1
0,K3AsCl6,AB3C6,328.16187681628145,2.049017890766697,32.81618768162814,-3.672402941,3.4739,-0.73857574,1,0,0,0,0.0010726,1
0,KCaHfSbO6,ABCDE6,133.3994090966826,5.918001975003381,13.33994090966826,-7.562842878,3.3114,3.18791747,1,0,0,0,0.0,1
0,KLaCeHfO6,ABCDE6,156.39211999014512,6.292169301466144,15.639211999014512,-8.595875916,2.0577,3.38782116,0,0,0,0,0.0,1
1,KLaCeHfO6,ABCDE6,613.9396232158213,6.411351599942422,15.34849058039553,-8.703858857250001,2.2193,3.39273529,0,0,0,0,0.0,1
0,KNdZrNbO6,ABCDE6,139.87227029700605,5.502199905591299,13.987227029700604,-8.577885668,0.0,5.20583384,0,1,0,0,7.95e-05,1
0,KPdF3,ABC3,80.02153630160868,4.20238862870112,16.004307260321735,-4.51968138,0.0,0.79085937,0,1,0,0,0.0026034,0
0,KZnO3,ABC3,68.34503711356686,3.7053362075224703,13.669007422713372,-4.385129023999999,0.0,-0.64889987,0,1,1,1,2.9948736,1
5,La3SmCr4O12,AB3C4D12,243.5251112314637,6.594105596671974,12.176255561573187,-9.0572345745,2.6897,5.53725365,1,0,1,1,12.0117938,1
0,LaPd3C,ABC3,84.3093637881564,9.260488555353568,16.861872757631282,-6.130292684,0.0,6.99086234,0,1,0,0,0.0028151,1
1,LaScO3,ABC3,267.3212593398151,5.761036661691382,13.366062966990754,-9.173035223,3.8973,4.95757224,1,0,0,0,0.0,0
0,LaScO3,ABC3,67.8627929880572,5.673387093636159,13.572558597611438,-8.9689534,2.8177000000000003,5.80913349,1,0,0,0,0.0012112,1
0,LaTiO3,ABC3,62.049187819988944,6.282852087570259,12.409837563997788,-9.13262696,0.0,9.32725554,0,1,0,0,0.002878,0
1,LaTiO3,ABC3,250.78714658782192,6.217956135807595,12.539357329391096,-9.174762257,0.0,9.60807611,0,1,0,0,0.0392361,0
1,MgVO3,ABC3,144.72309292040592,2.828196039369485,14.472309292040592,-7.61839454,0.0,1.90670307,0,1,1,1,1.9998495,0
0,MgVO3,ABC3,53.97676689030422,3.791494950360921,10.795353378060843,-7.369989646,0.0,5.5090425,0,1,1,1,1.00169,1
1,MgVO3,ABC3,139.19166731988958,2.9405875084614848,13.919166731988955,-7.880577794,2.478,1.05424075,0,0,1,1,2.0000001,1
1,MgVO3,ABC3,199.1778067480193,4.109948642226068,9.958890337400964,-7.7877612565,0.6976000000000004,4.92093497,0,0,1,1,3.9999653,1
1,MgVO3,ABC3,145.497817784871,2.8131368870973814,14.549781778487098,-7.695857052000001,0.0,2.80978996,0,1,0,0,0.0332291,0
6,Na2La7Ti8Mn2O30,A2B2C7D8E30,611.7816931010409,5.404410043691339,12.485340675531448,-8.910953265918367,0.2924999999999995,6.03075938,0,0,1,1,9.0018896,1
0,NaEuZrWO6,ABCDE6,136.1709580700619,6.658379083593486,13.617095807006187,-9.11728923,0.0,4.66334644,0,1,1,1,8.0000001,1
0,NaSrNdMnO6,ABCDE6,147.34631566548026,4.57306216620603,14.734631566548028,-6.950418284,0.0,1.12991629,0,1,1,3,1.0000001,1
0,NaSrSnSbO6,ABCDE6,131.89241980150902,5.628734736632839,13.189241980150902,-6.338208597,0.0043000000000006,4.13116066,1,0,0,0,0.0,1
0,NaSrTiBiO6,ABCDE6,134.1149134570335,5.738234007742929,13.41149134570335,-6.901429596,0.6261000000000001,2.99183903,0,0,0,0,0.0,1
0,NaSrZrBiO6,ABCDE6,147.2811911140749,5.7140952167027965,14.728119111407487,-7.053613215,1.2369000000000003,2.36649103,0,0,0,0,0.0,1
0,NaSrZrWO6,ABCDE6,136.53436766955403,5.858101128362502,13.653436766955403,-8.280714195,0.0,4.63333868,0,1,1,1,1.0,1
0,Pr3AlN,ABC3,128.20754605647855,6.005968977447023,25.64150921129571,-6.070504188,0.0,4.15107682,0,1,0,0,0.0035175,0
0,Pr3AlN,ABC3,174.4296982214099,4.414446347963168,34.885939644281976,-4.209235396,0.0,2.13997582,0,1,0,0,0.0062381,1
0,Rb2LiNdCl6,ABC2D6,302.12489518005987,2.9395693063235293,30.212489518005988,-4.410962945,4.8504000000000005,-0.98583333,1,0,0,0,1.64e-05,1
0,Rb2NaGaCl6,ABC2D6,277.8072514687602,2.847387755437312,27.780725146876023,-3.700475295,2.9042,-0.62488598,1,0,0,0,0.0011545,1
0,Rb2NaVCl6,ABC2D6,275.4736264464741,2.75829509171592,27.54736264464741,-4.373411532,0.0,1.18045762,0,1,1,1,2.0019501,1
0,Rb2NbAgF6,ABC2D6,189.18535694251992,4.263146115942126,18.918535694251997,-5.259301424999999,0.0,2.54168917,0,1,1,1,2.0007032,1
0,Rb2TlRhF6,ABC2D6,198.58184760510488,4.952093330587864,19.85818476051049,-4.720728048,1.9393,0.62759852,0,0,0,0,0.0007917,1
0,Rb2YHgCl6,ABC2D6,347.6954273843467,3.2148566571445985,34.76954273843467,-4.061328163,0.0,0.65445926,0,1,1,1,0.8870538,1
0,RbRuO3,ABC3,62.97762089316109,6.184041013311599,12.595524178632218,-6.458186190000001,0.0,3.19489095,0,1,0,0,0.0416099,1
0,SbAuO3,ABC3,64.11512496108023,9.497927454465971,12.823024992216045,-5.34703573,0.0,5.05279234,0,1,0,0,0.0855945,1
0,SiPdO3,ABC3,46.58900297437676,6.504851022798701,9.317800594875353,-6.653262065999999,0.0,6.21688942,0,1,1,1,1.9946826,1
0,Sr2CeVO6,ABC2D6,143.75255705681462,5.340128182189318,14.375255705681464,-7.953304777,0.0,4.79953534,0,1,1,1,0.9999998,1
0,Sr2DySbO6,ABC2D6,147.79050987468432,6.241425612089765,14.779050987468432,-7.241819586,3.4626,3.02790175,1,0,0,0,0.0,1
0,Sr2EuBiO6,ABC2D6,644.8536076249271,6.51162312277874,16.12134019062318,-7.310651437750001,0.0,2.58813934,0,1,1,1,23.9999992,1
5,Sr2EuBiO6,ABC2D6,315.02172004471737,6.664689123057467,15.75108600223587,-7.350251521500001,0.0,2.56731916,0,1,1,1,11.9999997,1
0,Sr2EuBiO6,ABC2D6,163.8915200794167,6.405218006677587,16.389152007941668,-7.233801611,0.0,2.90663326,0,1,1,1,5.9999999,1
0,Sr2PrNiO6,ABC2D6,142.58960485138837,5.483176565067193,14.258960485138838,-6.687436465999999,0.0,2.27891366,0,1,1,1,0.9999999,1
0,Sr2TbZrO6,ABC2D6,160.50084857485737,5.394248157135078,16.050084857485736,-7.931736089999999,0.0,1.40019842,0,1,0,0,1.0,1
0,Sr2TbZrO6,ABC2D6,624.0656932864969,5.549296594620379,15.601642332162422,-8.0001512875,0.0,1.3140047,0,1,0,0,4.0000006,1
0,Sr2VSnO6,ABC2D6,129.19476249956895,5.666728029657369,12.919476249956896,-7.306071167000001,0.0,5.28614177,0,1,1,1,0.9999998,1
6,Sr4LiY2(RuO6)2,AB2C2D4E12,288.1685693925147,5.355364476957176,13.722312828214989,-7.47270127952381,0.0,3.6862818,0,1,1,1,4.9942063,1
6,Sr4LiY2(RuO6)2,AB2C2D4E12,288.8090551876429,5.343487997277559,13.75281215179252,-7.479683903333334,0.0,3.71626245,0,1,1,3,0.1815287,1
6,Sr4LiY2(RuO6)2,AB2C2D4E12,290.7474545588339,5.307863218413696,13.845116883753995,-7.463739447142857,0.0,3.77941411,0,1,1,3,0.3179074,1
6,SrCa7Mn7CrO22,ABC7D7E22,1841.9903515144697,4.1710767960513495,12.11835757575309,-7.740990469671052,0.0,3.08255178,0,1,1,1,107.9999994,1
5,SrCa7Mn7CrO22,ABC7D7E22,456.6848522190709,4.2058999638479975,12.018022426817655,-7.710856300789474,0.0,3.51733755,0,1,1,1,26.9994674,1
3,SrCa7TiMn7O24,ABC7D7E24,447.17665488079086,4.398819812243821,11.179416372019771,-7.7261584155,0.0,3.3529316,0,1,1,1,21.3702219,1
