Shape,formula_pretty,formula_anonymous,volume,density,density_atomic,energy_per_atom,band_gap,efermi,is_gap_direct,is_metal,is_magnetic,ordering,total_magnetization,theoretical
0,Ba2NaIO6,ABC2D6,151.69989003431616,5.697991667878675,15.169989003431615,-5.847122505,2.2417,2.80780736,1,0,0,0,0.0,0
0,Ba2TaCoO6,ABC2D6,130.4683061576707,7.770556662253529,13.04683061576707,-8.064358838,1.5327999999999995,2.68944344,1,0,0,0,1.21e-05,1
0,Ba2YbTaO6,ABC2D6,157.07163758869697,7.6607730814186095,15.707163758869696,-7.976255351000001,0.0,1.4814312,0,1,0,0,0.999856,0
5,Ba3Sr5Co2(CuO4)6,A2B3C5D6E24,486.2376221522508,5.9190426806919305,12.15594055380627,-6.055591001000001,0.0,2.58852316,0,1,1,1,12.3074509,1
4,Ba3YbRu2O9,AB2C3D9,445.4136395343883,6.94285093065268,14.847121317812944,-7.230854953333334,0.0,3.17772635,0,1,1,1,8.0047043,0
5,BaNd3(CoO3)4,AB3C4D12,237.25513653901396,6.983411765393845,11.862756826950696,-7.5706208515,0.0,3.93560848,0,1,1,1,11.0011199,1
0,BeReO3,ABC3,41.22133224745682,9.797644628821834,8.244266449491365,-7.214683852,0.0,6.12150772,0,1,1,1,2.2897129,1
5,Ca2ScSbO6,ABC2D6,250.9991294600528,4.536639055282545,12.54995647300264,-7.543545453,3.6318,3.38052213,0,0,0,0,4.3e-06,0
0,CaCoO3,ABC3,53.30553410603655,4.579540335701955,10.66110682120731,-6.677725452,0.0,3.63117301,0,1,1,1,2.8843039,1
0,AlPbO3,ABC3,56.3792677148114,8.311042316450266,11.27585354296228,-6.651739886,0.0,6.45797942,0,1,0,0,0.0325802,1
0,Ba2MnWO6,ABC2D6,290.591241413471,6.964970701094756,14.529562070673547,-8.311566699,2.2267,3.25729028,0,0,1,2,0.0,0
0,Ba2YbSbO6,ABC2D6,156.30879474689016,7.069380759245993,15.630879474689015,-6.729459843000001,0.0,2.2853762,0,1,0,0,1.0000004,0
0,Ba2YbSbO6,ABC2D6,202.0169809588287,5.469868824095525,20.20169809588287,-4.98302141,0.0,1.38935112,0,1,0,0,0.0023648,0
0,Ba3SbP,ABC3,272.53363290988204,3.4407897248292945,54.50672658197641,-3.363138898,0.0,1.53888338,0,1,0,0,0.0032569,1
0,Ba3SbP,ABC3,228.4551282878871,4.104661299636232,45.69102565757742,-3.942252384000001,0.2991999999999999,2.33245117,1,0,0,0,0.0002717,1
3,Ba3Yb4O9,A3B4C9,279.3844733070159,7.418371893332356,17.461529581688495,-6.29476782375,0.0,0.31933948,0,1,0,0,0.2164935,0
6,Ba5NbIr4O15,AB4C5D15,1432.9308793085083,8.289886806390498,14.329308793085085,-7.469255479000001,0.0,4.58118366,0,1,0,0,0.0002274,1
0,BaCaFeBiO6,ABCDE6,141.1438916308195,6.332166541282688,14.114389163081947,-6.745223061,0.2216,3.219748,1,0,1,1,5.0000004,1
0,BaLaMnRuO6,ABCDE6,133.98504508184809,6.546686111438254,13.398504508184809,-7.997878093,0.0,5.66766584,0,1,1,3,2.0,1
0,AcGaO3,ABC3,61.455078293307366,9.31449500321555,12.291015658661474,-7.461883426,2.895900000000001,5.47693479,0,0,0,0,0.0,1
2,Ag3SbO4,AB3C4,445.980004643397,7.58613232291104,13.936875145106155,-5.0523202484375,0.0,2.94924025,0,1,0,0,1e-07,0
5,Ba2BiSbO6,ABC2D6,162.47784885143284,7.168280676948144,16.247784885143282,-6.607482318999999,1.9752,4.06083505,0,0,0,0,0.0001857,0
0,Ba2BiSbO6,ABC2D6,163.082321891686,7.141711074774705,16.3082321891686,-6.598717748,1.6438999999999997,4.37264051,0,0,0,0,3.9e-06,0
6,Ba2BiSbO6,ABC2D6,204.29298797386303,5.701061186215728,20.429298797386306,-4.70550104,0.0,3.60715524,0,1,0,0,0.0024185,1
0,Ba2BiSbO6,ABC2D6,651.2715433673939,7.153310082192899,16.281788584184845,-6.59926074675,1.7228000000000003,4.11124209,0,0,0,0,5.1e-05,1
6,Ba2BiSbO6,ABC2D6,252.1117522251766,4.619724443918717,25.21117522251766,-5.654959083,0.0,2.02329725,0,1,0,0,0.0004676,1
6,Ba2BiSbO6,ABC2D6,204.2929879369814,5.701061187244958,20.42929879369814,-5.145418606,0.3196999999999996,3.87430718,0,0,0,0,0.0002936,1
6,Ba2BiSbO6,ABC2D6,204.29298797386303,5.701061186215728,20.429298797386306,-4.453890156,0.0,3.25941682,0,1,0,0,0.0117465,1
3,Ba2BiSbO6,ABC2D6,162.4746175606501,7.168423239519623,16.24746175606501,-6.607341224000001,1.7745999999999995,4.17157886,0,0,0,0,1.08e-05,0
5,Ba2CeNbO6,ABC2D6,162.20300578187766,6.180047217996893,16.220300578187768,-8.331966038000001,0.0,5.70702255,0,1,1,1,0.9999998,0
0,Ba2CeNbO6,ABC2D6,162.7605333208576,6.158877795373797,16.27605333208576,-8.322647785,0.0,5.72220986,0,1,1,1,0.9318253,1
0,Ba2CeNbO6,ABC2D6,650.6750842412026,6.162352048884866,16.266877106030066,-8.32508335875,0.0,5.57580448,0,1,1,1,4.0003418,1
0,Ba2DyReO6,ABC2D6,152.1362667656151,7.851652278204719,15.213626676561509,-8.100870627,0.0,4.6015296,0,1,1,1,2.0007738,0
1,Ba3SiO,ABC3,630.4347580643596,4.805034837985734,31.52173790321798,-4.5428334790000005,0.4216999999999999,3.07219881,0,0,0,0,0.0,1
0,Ba3SiO,ABC3,159.55759664725554,4.746344014997515,31.911519329451107,-4.491329226,0.0,3.25241402,0,1,0,0,6.93e-05,1
6,BaCaGdBiO6,ABCDE6,315.7113133479041,6.728511442155635,15.785565667395204,-7.939428478000001,1.4407,2.31254035,0,0,1,1,13.9999993,1
1,BaCaGdBiO6,ABCDE6,634.0130854670563,6.701020004072877,15.850327136676407,-7.9384925865,1.5524999999999998,2.41732986,0,0,1,1,27.9999998,1
0,BaCaGdBiO6,ABCDE6,163.61313470152805,6.491737928481594,16.361313470152805,-7.829485291,1.7010999999999998,2.51947887,0,0,1,1,6.9999999,1
4,BaCrO3,ABC3,937.44019244222,5.885322716359031,13.392002749174573,-7.821830158285715,0.0,2.84730237,0,1,1,1,28.0272763,0
0,Ba2CePuO6,ABC2D6,175.41599809894615,7.144839164841098,17.541599809894613,-8.861322648,0.2191999999999998,5.85938051,0,0,1,1,4.0004589,1
1,Ba2Nd2Fe(CoO4)3,AB2C2D3E12,242.78955448330103,6.755808005451775,12.139477724165053,-7.3976698265,0.0,3.57544477,0,1,1,1,13.0133726,1
2,Ba2UCuO6,ABC2D6,215.1961483222468,5.187157844204306,21.51961483222468,-7.540229882,0.0,1.75621364,0,1,1,1,0.9914734,1
2,Ba2UCuO6,ABC2D6,154.01391607319945,7.247763171490058,15.401391607319942,-7.880534083000001,0.0,4.51012745,0,1,1,1,0.9990314,0
2,Ba2UCuO6,ABC2D6,153.19541081827512,7.286487126800629,15.319541081827513,-7.880803822,0.0730999999999992,4.11493557,0,0,1,1,1.2870538,0
4,Ba3HoIrRuO9,ABCD3E9,448.9989937567705,7.50160685500972,14.966633125225684,-7.461055328,0.0,3.77848706,0,1,1,1,4.0005892,1
4,Ba3LiOs2O9,AB2C3D9,428.63907998177865,7.30924347300705,14.287969332725956,-7.343170687333333,0.0,3.51387473,0,1,1,1,6.0111886,0
3,Ba3YRuPtO9,ABCD3E9,460.9676919751682,6.779764200327896,15.365589732505608,-7.333562223666667,0.2155,3.40845415,0,0,1,1,6.0021405,1
5,Ba4Ir3O10,A3B4C10,517.9927358767272,8.244807490194804,15.235080466962566,-7.067860388823529,0.0,3.94478116,0,1,1,1,2.1286669,0
1,Ba4Ir3O10,A3B4C10,516.5393916761528,8.268005223695523,15.192335049298611,-7.064000166176471,0.0,4.03413518,0,1,1,1,1.9865261,0
4,AlSnO3,ABC3,127.22052767406466,5.056249704746504,12.722052767406463,-6.533496764000001,0.0,8.24291491,0,1,0,0,0.006625,1
4,AlSnO3,ABC3,355.83394483580383,5.423249508586171,11.861131494526797,-6.761913550666667,0.0,7.59580099,0,1,0,0,0.3209906,1
5,AlSnO3,ABC3,255.89970394060344,5.027428680722427,12.794985197030172,-6.956433518,2.0322000000000005,7.5483106,0,0,0,0,0.0049908,1
0,AlSnO3,ABC3,65.77111511498312,4.890131134048122,13.154223022996623,-5.873238904,0.0,5.43555903,0,1,0,0,0.0030615,1
5,Ba2CaUO6,ABC2D6,337.1538572711704,6.39047624557279,16.85769286355852,-8.232708689999999,2.1948,2.66130363,0,0,0,0,0.000141,0
0,Ba2MnWO6,ABC2D6,290.591241413471,6.964970701094756,14.529562070673547,-8.311566699,2.2267,3.25729028,0,0,1,2,0.0,0
0,Ba2NbCoO6,ABC2D6,130.70890423744208,6.637765196304243,13.070890423744208,-7.786693898,1.5345999999999995,2.73712533,1,0,0,0,0.0002618,1
0,Ba2NbInO6,ABC2D6,149.25446954671247,6.434741420092599,14.925446954671248,-7.59820443,3.3486,2.96495977,0,0,0,0,0.0,0
0,Ba2YZrO6,ABC2D6,165.7313217515151,5.518523068367149,16.57313217515151,-8.23508005,0.0,1.57451886,0,1,0,0,1.0008354,1
6,BaCaDyBiO6,ABCDE6,309.44095996255373,6.921200233924522,15.472047998127689,-7.021346038500001,1.7884000000000002,2.2506655,0,0,0,0,0.0,1
0,AlPbO3,ABC3,56.3792677148114,8.311042316450266,11.27585354296228,-6.651739886,0.0,6.45797942,0,1,0,0,0.0325802,1
0,Ba2EuNbO6,ABC2D6,161.0972773595848,6.344590785433854,16.10972773595848,-8.601598086,0.0,2.18261009,0,1,1,1,5.9984646,0
2,Ba2EuNbO6,ABC2D6,160.53965077715748,6.36662840953142,16.05396507771575,-8.610643599,0.0,2.12216135,0,1,1,1,6.0044042,0
0,Ba2EuNbO6,ABC2D6,642.8408081594393,6.359871921762629,16.071020203985984,-8.60646325725,0.0,2.4729073,0,1,1,1,23.999999,1
0,Ba2SmCrO6,ABC2D6,595.4038953805132,6.39229730304431,14.885097384512829,-7.617815815999999,0.0,2.42744721,0,1,1,1,3.9999995,1
0,Ba2SmCrO6,ABC2D6,148.8412300545195,6.392715770470352,14.88412300545195,-7.616323849,0.0,2.60874344,0,1,1,1,0.9999998,1
0,Ba3SbP,ABC3,272.53363290988204,3.4407897248292945,54.50672658197641,-3.363138898,0.0,1.53888338,0,1,0,0,0.0032569,1
0,Ba3SbP,ABC3,228.4551282878871,4.104661299636232,45.69102565757742,-3.942252384000001,0.2991999999999999,2.33245117,1,0,0,0,0.0002717,1
0,BaCaDyNbO6,ABCDE6,151.74180401169102,5.786842875180025,15.1741804011691,-8.190780213,2.856,2.02240522,1,0,0,0,0.0,1
1,BaCaInBiO6,ABCDE6,600.0764176672037,6.610315414965556,15.001910441680092,-6.3069284877500005,0.5144000000000002,3.30929979,1,0,0,0,0.0,1
1,Ba10Ta10(N3O7)3,A9B10C10D21,709.710083062952,8.527886417981325,14.19420166125904,-9.0546055594,0.0,4.8828014,0,1,0,0,0.0489158,1
2,Ba2CoMoO6,ABC2D6,277.16717209981965,6.296939520696896,13.858358604990984,-7.604548041000001,1.274,3.06245207,1,0,1,2,2.1e-06,1
0,Ba2CoMoO6,ABC2D6,276.7660678753778,6.306065383062162,13.838303393768893,-7.613763792,0.0,3.72736372,0,1,1,2,0.0109821,0
0,Ba2YOsO6,ABC2D6,151.77042848310484,7.109391887792084,15.177042848310483,-7.988923187999999,0.0550999999999999,3.93695308,1,0,1,1,2.9981856,0
1,Ba3MgWO6,ABC3D6,201.20966636855823,5.910000464337396,18.29178785168711,-6.864352681818182,0.0,4.79765544,0,1,1,1,0.0891195,1
3,Ba3MgWO6,ABC3D6,206.44034732976883,5.760255865912678,18.767304302706258,-6.941232868181819,0.0,4.7648358,0,1,1,1,1.9296612,1
3,Ba3MgWO6,ABC3D6,215.5659594959484,5.516405393726843,19.596905408722577,-7.089339734545455,0.3692999999999999,3.4723049,0,0,0,0,0.0,1
5,Ba3MgWO6,ABC3D6,213.67598776938135,5.565198196021866,19.42508979721649,-7.087139141818182,0.3723000000000001,3.45022128,0,0,1,1,0.0,1
0,BaCaCrSnO6,ABCDE6,130.7177642355554,5.641603938322791,13.07177642355554,-7.197087381,0.0,3.789633,0,1,1,1,2.0000004,1
0,BaCaEuFeO6,ABCDE6,137.8078112869787,5.798427977280528,13.780781128697871,-7.643068258,0.0,2.30140862,0,1,1,1,9.000002,1
0,AcGaO3,ABC3,61.455078293307366,9.31449500321555,12.291015658661474,-7.461883426,2.895900000000001,5.47693479,0,0,0,0,0.0,1
2,Ag3SbO4,AB3C4,445.980004643397,7.58613232291104,13.936875145106155,-5.0523202484375,0.0,2.94924025,0,1,0,0,1e-07,0
5,Ba2BiSbO6,ABC2D6,162.47784885143284,7.168280676948144,16.247784885143282,-6.607482318999999,1.9752,4.06083505,0,0,0,0,0.0001857,0
0,Ba2BiSbO6,ABC2D6,163.082321891686,7.141711074774705,16.3082321891686,-6.598717748,1.6438999999999997,4.37264051,0,0,0,0,3.9e-06,0
6,Ba2BiSbO6,ABC2D6,204.29298797386303,5.701061186215728,20.429298797386306,-4.70550104,0.0,3.60715524,0,1,0,0,0.0024185,1
0,Ba2BiSbO6,ABC2D6,651.2715433673939,7.153310082192899,16.281788584184845,-6.59926074675,1.7228000000000003,4.11124209,0,0,0,0,5.1e-05,1
6,Ba2BiSbO6,ABC2D6,252.1117522251766,4.619724443918717,25.21117522251766,-5.654959083,0.0,2.02329725,0,1,0,0,0.0004676,1
6,Ba2BiSbO6,ABC2D6,204.2929879369814,5.701061187244958,20.42929879369814,-5.145418606,0.3196999999999996,3.87430718,0,0,0,0,0.0002936,1
6,Ba2BiSbO6,ABC2D6,204.29298797386303,5.701061186215728,20.429298797386306,-4.453890156,0.0,3.25941682,0,1,0,0,0.0117465,1
3,Ba2BiSbO6,ABC2D6,162.4746175606501,7.168423239519623,16.24746175606501,-6.607341224000001,1.7745999999999995,4.17157886,0,0,0,0,1.08e-05,0
1,AgBi3PbS6,ABC3D6,565.6213054809639,6.660691535393362,25.710059340043813,-4.5124539554545455,0.3102999999999998,4.53227058,1,0,0,0,0.0002456,1
5,BSbO3,ABC3,313.2766235360048,3.828465813252713,15.66383117680024,-7.358162672500001,3.4785000000000004,1.8078899,0,0,0,0,0.000224,1
6,BSbO3,ABC3,155.7272770647208,3.85086307904932,15.57272770647208,-7.357337273000001,3.762000000000001,1.53417602,0,0,0,0,0.0001288,1
0,BSbO3,ABC3,43.6404189449344,6.870745471143401,8.72808378898688,-6.391039034,1.4054000000000002,9.28965624,1,0,0,0,0.0008078,1
0,Ba2CeSnO6,ABC2D6,649.1278973705942,6.441073680159349,16.228197434264853,-7.4618468225,2.1137,3.32247634,0,0,0,0,0.0,1
0,Ba2CeSnO6,ABC2D6,162.30800115493082,6.440040825251537,16.230800115493082,-7.46291288,2.1444,3.40939454,0,0,0,0,0.0,1
0,Ba2NdBiO6,ABC2D6,174.56582084931372,6.885764107778684,17.456582084931373,-6.959149429,1.876,2.2633412,0,0,0,0,0.0,1
5,Ba2NdBiO6,ABC2D6,172.8059508590449,6.955889294747704,17.28059508590449,-6.9823224260000005,1.6830000000000005,2.13820503,0,0,0,0,7.24e-05,0
0,Ba2NdBiO6,ABC2D6,696.7920486787197,6.900302986685552,17.41980121696799,-6.970882364,1.7565,2.18853374,1,0,0,0,0.0,1
0,Ba2YbMoO6,ABC2D6,151.5486716825477,7.008515849019473,15.154867168254771,-7.568326327999999,2.2435,2.13157746,0,0,0,0,3e-07,1
2,Ag3IrO4,AB3C4,455.44553828077153,8.456004964274848,14.23267307127411,-5.275505631874999,0.0,2.54841248,0,1,1,1,3.6313663,1
0,Ba2NaIO6,ABC2D6,151.69989003431616,5.697991667878675,15.169989003431615,-5.847122505,2.2417,2.80780736,1,0,0,0,0.0,0
4,Ba2NbCrO6,ABC2D6,565.4650103269156,6.055870354511958,14.13662525817289,-8.384206666999999,1.5823999999999998,3.08043571,0,0,1,1,12.000466,0
5,Ba2PrNbO6,ABC2D6,330.69680647059783,6.0704354003148975,16.53484032352989,-8.196665588,2.9791000000000003,1.80893898,0,0,0,0,0.001601,0
0,Ba2PrNbO6,ABC2D6,665.9539224209991,6.02886636202175,16.648848060524976,-8.18324499575,2.8965,1.85115703,1,0,0,0,0.000314,1
0,Ba2PrNbO6,ABC2D6,167.8383467940379,5.980378260141183,16.78383467940379,-8.17707647,2.8578,1.96217369,1,0,0,0,7.2e-06,1
3,Ba2PrNbO6,ABC2D6,165.31149136348054,6.071790848333242,16.531149136348056,-8.195902944,3.0394,1.87120526,0,0,0,0,0.0,0
0,Ba2YSbO6,ABC2D6,619.4831505015379,6.232927190306304,15.487078762538449,-7.49108161875,3.5546999999999995,3.07440686,1,0,0,0,0.0,1
0,Ba2YSbO6,ABC2D6,155.1813923192647,6.220451619537228,15.518139231926469,-7.492326729,3.5377,3.07326335,1,0,0,0,0.0,0
0,Ba2YSbO6,ABC2D6,205.60998453716397,4.694802858661442,20.560998453716397,-5.414525812,0.0,2.05816601,0,1,0,0,0.2729607,0
0,Ba2NiMoO6,ABC2D6,274.118123503266,6.364075894031199,13.705906175163298,-7.4644024,2.3514,3.09202529,0,0,1,2,0.0,0
0,Ba2UFeO6,ABC2D6,150.93698106110466,7.310790037689211,15.093698106110466,-8.438482202,0.5156000000000001,5.54092258,0,0,1,1,6.0022379,0
0,Ba2YbSbO6,ABC2D6,156.30879474689016,7.069380759245993,15.630879474689015,-6.729459843000001,0.0,2.2853762,0,1,0,0,1.0000004,0
0,Ba2YbSbO6,ABC2D6,202.0169809588287,5.469868824095525,20.20169809588287,-4.98302141,0.0,1.38935112,0,1,0,0,0.0023648,0
4,Ba3InIr2O9,AB2C3D9,446.5594330912881,7.847764593504196,14.88531443637627,-6.863552437333334,0.0163999999999999,4.40466772,0,0,1,1,6.0043168,1
5,Ba3MgNb2ZnO9,ABC2D3E9,239.3815593739015,5.767955377855359,14.961347460868843,-7.34759791375,0.0,5.06306383,0,1,1,1,1.5076759,1
5,Ba3MgNb2ZnO9,ABC2D3E9,283.3317875616765,4.873234184673095,17.70823672260478,-7.481393893125,1.5280999999999998,2.74974771,0,0,0,0,0.0,1
5,Ba3MgNb2ZnO9,ABC2D3E9,239.45754441208163,5.766125081337937,14.966096525755102,-7.278127764375,0.0,5.15622559,0,1,1,1,1.2065671,1
5,Ba3Sr5Co4(CuO6)4,A3B4C4D5E24,492.1737500488516,5.8165266887455225,12.304343751221287,-6.263612859499999,0.0,2.62100203,0,1,1,1,16.2462164,1
3,Ba3Yb4O9,A3B4C9,279.3844733070159,7.418371893332356,17.461529581688495,-6.29476782375,0.0,0.31933948,0,1,0,0,0.2164935,0
0,Ba2TaCoO6,ABC2D6,130.4683061576707,7.770556662253529,13.04683061576707,-8.064358838,1.5327999999999995,2.68944344,1,0,0,0,1.21e-05,1
0,Ba2YbTaO6,ABC2D6,157.07163758869697,7.6607730814186095,15.707163758869696,-7.976255351000001,0.0,1.4814312,0,1,0,0,0.999856,0
3,Ba3Nb2CoO9,AB2C3D9,213.99764820265764,6.213289887592736,14.266509880177177,-8.194682468666667,0.0,3.64005662,0,1,1,1,2.9998953,0
5,Ba3Nb2CoO9,AB2C3D9,428.37114250336896,6.20783844483989,14.279038083445633,-8.192650636333333,1.6878000000000002,2.72976504,0,0,1,2,0.0061998,1
4,Ba3Sr3(BiN)2,A2B2C3D3,646.5921183760006,5.756820638994576,32.32960591880003,-4.409608273,0.4442999999999997,3.60435498,1,0,0,0,0.0072511,1
