Shape,nsites,elements,nelements,composition,composition_reduced,formula_pretty,formula_anonymous,chemsys,volume,density,density_atomic,symmetry,material_id,uncorrected_energy_per_atom,energy_per_atom,formation_energy_per_atom,energy_above_hull,is_stable,grain_boundaries,band_gap,cbm,vbm,efermi,is_gap_direct,is_metal,is_magnetic,ordering,total_magnetization,total_magnetization_normalized_vol,total_magnetization_normalized_formula_units,num_magnetic_sites,num_unique_magnetic_sites,types_of_magnetic_species,k_vrh,g_vrh,e_total,e_ionic,e_electronic,n,e_ij_max,weighted_surface_energy_EV_PER_ANG2,weighted_surface_energy,weighted_work_function,surface_anisotropy,shape_factor,has_reconstructed,possible_species,theoretical
Shape,nsites,nelements,composition_reduced
Cubic,10,4,Na2 Pr1 W1 O6
Cubic,10,4,Ba2 Dy1 W1 O6
Cubic,10,4,Eu2 Co1 W1 O6
Cubic,10,4,Mg1 Pb2 W1 O6
Cubic,10,4,Ba2 Ca1 Se1 O6
Monoclinic,34,3,Ba4 Ir3 O10
Monoclinic,20,4,La2 Co1 Ir1 O6
Cubic,10,4,Ba2 Yb1 Nb1 O6
Monoclinic,20,4,Sm2 Mn1 Ni1 O6
Tetragonal,5,3,K1 Cr1 F3
Cubic,5,3,Mn3 Sn1 C1
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Orthorhombic,20,3,Gd1 Mn1 O3
Monoclinic,40,4,Sr2 Co1 Re1 O6
Orthorhombic,40,5,Na3 Pr1 Ti2 Nb2 O12
Cubic,5,3,Eu1 Mo1 O3
Monoclinic,60,4,Sr1 La2 Fe3 O9
Tetragonal,20,4,La4 Ni3 Mo1 O12
Cubic,5,3,V1 Pt1 O3
Orthorhombic,20,3,Tb1 Rh1 O3
Cubic,40,4,Sr2 Tb1 Nb1 O6
Orthorhombic,20,3,Li1 V1 F3
Cubic,10,4,Ba2 Ce1 Hf1 O6
Monoclinic,60,4,Sr3 Ca1 Ru2 O9
Cubic,5,3,Nd3 In1 C1
Cubic,5,3,Dy1 Cu1 O3
Cubic,10,4,Cs2 Na1 Ga1 H6
Cubic,5,3,La1 Mg1 O3
Orthorhombic,20,3,Dy1 Fe1 O3
Cubic,10,4,Ba2 U1 In1 O6
Cubic,5,3,Ba1 Ti1 O3
Cubic,10,4,Cs2 In1 Cu1 Br6
Cubic,5,3,Nd1 Np1 O3
Cubic,5,3,Yb1 Nb1 O3
Cubic,40,4,Sr2 Fe1 Sb1 O6
Cubic,10,4,Cs2 Ag1 Ir1 F6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Orthorhombic,40,3,Nb1 Ag1 O3
Cubic,10,4,Cs2 In1 Sb1 F6
Cubic,10,4,Rb2 Li1 Ir1 F6
Cubic,10,3,Rb3 Gd1 F6
Cubic,10,3,Fe1 Ag3 F6
Cubic,10,4,Cs2 K1 Yb1 Cl6
Monoclinic,20,4,Eu2 Ti1 Cu1 O6
Monoclinic,20,4,Li1 Nd2 Ir1 O6
Tetragonal,10,4,Ba1 La1 Mn2 O6
Cubic,10,4,Eu2 Hf1 Ti1 O6
Cubic,5,3,Er3 Pb1 C1
Cubic,10,3,Sr1 Co1 O3
Cubic,5,3,Pr3 In1 N1
Cubic,5,3,Nd3 Tl1 N1
Orthorhombic,20,3,Gd1 Lu1 O3
Cubic,5,3,Ba1 Ce1 O3
Cubic,10,4,K2 In1 Ga1 I6
Cubic,5,3,Ac1 Cr1 O3
Cubic,5,3,Rb1 Tm1 O3
Monoclinic,20,4,Sr2 Y1 Sb1 O6
Cubic,10,4,Cs2 Li1 In1 Br6
Cubic,5,3,Ti1 Fe3 N1
Cubic,5,3,Rb1 Cu1 Br3
Cubic,10,4,K2 Li1 Tl1 Br6
Cubic,10,4,Cs2 Rb1 Nb1 F6
Cubic,10,4,K2 Gd1 Au1 Cl6
Cubic,10,4,Cs2 Y1 Tl1 I6
Cubic,10,3,Rb3 Nb1 F6
Cubic,10,4,K2 Li1 Sm1 Cl6
Cubic,10,4,K1 Zr2 Bi1 O6
Cubic,5,3,K1 Y1 O3
Cubic,10,4,K2 Na1 Er1 Cl6
Monoclinic,20,4,Sr2 Dy1 Ta1 O6
Cubic,10,4,Cs2 Tl1 As1 F6
Cubic,10,4,Cs2 Tl1 Hg1 F6
Tetragonal,20,4,Ba4 Bi1 Pb3 O12
Cubic,10,4,Cs2 Li1 Tm1 Cl6
Cubic,10,4,Rb2 Li1 Mn1 F6
Cubic,10,4,Eu2 Zr1 V1 O6
Orthorhombic,20,3,Nd1 Fe1 O3
Cubic,10,4,Cs2 Rb1 Ta1 F6
Cubic,5,3,Nd3 Tl1 C1
Cubic,10,4,Sr2 Fe1 W1 O6
Cubic,10,4,K1 Rb2 Au1 Br6
Monoclinic,20,4,La2 Zn1 Ir1 O6
Cubic,10,4,Rb2 Na1 Tb1 Cl6
Cubic,5,3,Mn3 Pt1 N1
Cubic,5,3,Ac1 Fe1 O3
Cubic,5,3,Rb1 Mo1 O3
Orthorhombic,20,3,Ca1 Hf1 S3
Cubic,10,4,La2 Mg1 Nb1 O6
Cubic,10,4,Rb2 Nd1 Cu1 Br6
Cubic,10,4,Ba2 Sm1 U1 O6
Cubic,10,4,K2 Ti1 Ag1 F6
Cubic,10,4,Rb2 Tl1 Hg1 Br6
Monoclinic,20,4,Nd2 Co1 Ni1 O6
Orthorhombic,20,3,Nd1 Cu1 O3
Cubic,10,4,Cs2 Ag1 As1 F6
Cubic,5,3,Li1 Cr1 O3
Cubic,5,3,Rb1 Cd1 N3
Cubic,10,4,Rb2 Li1 Nd1 Cl6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Monoclinic,20,4,La2 Nb1 Ni1 O6
Orthorhombic,20,3,Gd1 V1 O3
Monoclinic,34,3,Nd4 Ni3 O10
Cubic,5,3,Ca3 Sb1 N1
Monoclinic,20,4,K1 Rb2 Y1 F6
Cubic,5,3,Yb1 Ti1 O3
Cubic,5,3,Rb1 Cd1 O3
Cubic,10,3,Ba1 Ti1 O3
Cubic,10,4,Rb2 Na1 Sb1 Cl6
Cubic,10,4,Ba2 Sr1 U1 O6
Cubic,10,4,Ba2 Dy1 Re1 O6
Monoclinic,20,4,Sr2 Y1 Os1 O6
Monoclinic,20,4,Sr2 In1 Os1 O6
Cubic,10,4,Cs2 Sm1 Cu1 Cl6
Cubic,10,4,Cs2 Na1 Ga1 F6
Cubic,10,4,Eu2 Ni1 W1 O6
Cubic,10,3,Cs1 In1 F3
Cubic,10,4,K1 Nd1 Zr2 O6
Cubic,10,4,Rb2 Li1 Nd1 I6
Cubic,5,3,K1 Yb1 O3
Cubic,5,3,Y1 Ag1 O3
Cubic,10,4,K2 In1 Au1 F6
Tetragonal,50,4,Ba5 Fe3 W2 O15
Orthorhombic,20,3,Sr3 Ge1 O1
Cubic,10,4,Ba2 Ce1 Bi1 O6
Cubic,10,4,Cs2 Ce1 Ag1 Cl6
Cubic,10,4,Ba2 Cr1 Sn1 O6
Cubic,10,4,Sr2 Tb1 Nb1 O6
Cubic,5,3,Ba1 Pd1 O3
Cubic,5,3,Dy3 Ga1 C1
Monoclinic,20,4,Sr2 U1 Mn1 O6
Orthorhombic,72,3,Bi2 Pb2 S5
Cubic,5,3,Yb1 Tm1 O3
Monoclinic,20,4,Sr2 Gd1 Bi1 O6
Cubic,5,3,Na1 Li1 O3
Orthorhombic,20,3,Sc1 Bi1 O3
Cubic,10,4,Na1 Tl2 In1 F6
Cubic,10,4,Sr2 Sm1 Fe1 O6
Cubic,5,3,Pr1 Nb1 O3
Cubic,10,4,K2 Rb1 Ir1 F6
Cubic,10,4,Rb2 Li1 Nd1 Cl6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,10,4,Sr2 Ce1 Sb1 O6
Cubic,10,4,Sr2 Ce1 Hf1 O6
Cubic,5,3,Rb1 Na1 O3
Cubic,10,4,K1 Eu1 Hf2 O6
Cubic,10,4,Na1 In1 W2 O6
Orthorhombic,20,3,Ba1 Zr1 S3
Cubic,10,4,Sr2 Ho1 U1 O6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,40,4,Ba2 Mn1 Te1 O6
Tetragonal,40,5,Cs8 Na4 Y3 Ho1 Cl24
Cubic,10,4,Ca2 Hf1 Sn1 O6
Cubic,5,3,Li3 Br1 O1
Cubic,10,4,K2 Rb1 Nb1 F6
Cubic,10,4,Rb2 Na1 Fe1 F6
Cubic,10,4,Cs2 Li1 Y1 Br6
Tetragonal,50,5,Na1 Sr8 La1 Ti10 O30
Orthorhombic,20,3,Sm1 Cu1 O3
Cubic,5,3,Mn3 Ga1 C1
Cubic,10,4,Cs2 Sc1 Ag1 Cl6
Cubic,10,4,Cs2 Rb1 Pb1 F6
Cubic,5,3,Li1 Sm1 O3
Cubic,10,3,Cs1 In1 Cl3
Cubic,5,3,Ag1 B1 O3
Cubic,10,4,Sr6 Sn2 N1 O1
Cubic,10,4,Cs2 In1 Hg1 F6
Cubic,10,4,Rb2 Ga1 Ag1 Br6
Cubic,10,4,K2 Na1 Eu1 Cl6
Cubic,10,4,Cs2 Rb1 As1 I6
Cubic,10,4,Cs2 Tb1 Cu1 Cl6
Cubic,10,4,Rb2 Sc1 Cu1 F6
Cubic,5,3,Cu1 Bi1 O3
Cubic,10,4,Rb2 Tl1 Ga1 I6
Cubic,5,3,Yb1 Pd1 O3
Cubic,5,3,Co1 Ag1 F3
Orthorhombic,20,3,Li1 Mn1 O3
Cubic,5,3,Co1 Sb1 O3
Monoclinic,20,4,La2 Cr1 Fe1 O6
Cubic,5,3,Ca1 Mg1 O3
Cubic,5,3,U1 Hg1 O3
Cubic,5,3,Cs1 Ti1 O3
Cubic,5,3,Rb1 Ag1 Cl3
Cubic,5,3,Mn3 Ga1 C1
Monoclinic,20,4,Sr2 Nd1 Ta1 O6
Cubic,10,4,K2 Li1 Lu1 Cl6
Cubic,10,4,Na1 Sr2 Mn1 O6
Cubic,10,4,K2 Tm1 Au1 Cl6
Cubic,10,4,Cs2 Ag1 Sb1 I6
Cubic,10,4,Rb2 Li1 Er1 Cl6
Cubic,10,3,Na3 Rh1 F6
Monoclinic,20,4,Ba2 Ca1 U1 O6
Monoclinic,40,4,La2 Ti1 Co1 O6
Orthorhombic,20,3,Al1 Fe1 O3
Cubic,10,4,Sr2 Nb1 Ga1 O6
Tetragonal,10,4,Ba2 Ce1 Zr1 O6
Tetragonal,10,4,Ba2 Ho1 Ta1 O6
Cubic,5,3,Nb1 Tl1 O3
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,10,4,K2 Lu1 Cu1 Cl6
Cubic,10,4,Ba2 Re1 Ni1 O6
Cubic,10,4,Cs2 Li1 Au1 Cl6
Cubic,5,3,Cs1 Tl1 F3
Cubic,10,4,Sr2 Dy1 Re1 O6
Cubic,10,4,K1 Rb2 In1 Br6
Orthorhombic,20,3,Lu1 Co1 O3
Cubic,10,4,Cs2 Ag1 Au1 Cl6
Cubic,5,3,K1 Tm1 O3
Cubic,10,4,Sr2 Pr1 Ta1 O6
Cubic,10,4,Cs2 Ag1 Sb1 Br6
Orthorhombic,20,3,Eu1 Co1 O3
Cubic,10,3,K3 Co1 F6
Cubic,10,3,Na3 Ta1 F6
Monoclinic,20,4,Nd2 Mn1 Ga1 O6
Cubic,10,4,K2 Dy1 Ag1 Cl6
Cubic,5,3,Mg1 B1 O3
Cubic,10,4,Cs2 Hg1 Bi1 Cl6
Cubic,10,4,Cs2 Na1 Y1 F6
Cubic,10,4,Rb2 Mn1 Cu1 F6
Cubic,10,3,Rb1 In1 I3
Cubic,5,3,Sr1 Re1 O3
Orthorhombic,20,3,K1 Ag1 F3
Cubic,10,4,Ba2 Pr1 Ta1 O6
Cubic,10,3,Sr3 Nb1 O6
Orthorhombic,20,3,Mn1 Te1 O3
Cubic,10,4,Sr2 Sm1 U1 O6
Orthorhombic,20,3,V1 Zn1 O3
Orthorhombic,20,3,Mn1 N1 Cl3
Cubic,10,4,Sr2 Tb1 Cr1 O6
Monoclinic,60,4,La3 Ta1 Co2 O9
Cubic,10,4,Sr2 Mn1 Re1 O6
Cubic,5,3,Ca3 Pb1 N1
Cubic,10,4,K1 Tl2 Ga1 F6
Cubic,5,3,Pa1 Tl1 O3
Cubic,10,4,K2 Na1 Sb1 Cl6
Cubic,5,3,Gd3 Sn1 C1
Cubic,10,4,K2 Li1 La1 Cl6
Cubic,10,4,Rb2 Li1 Nd1 Cl6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,10,4,Eu2 Tm1 Ta1 O6
Cubic,5,3,Sm3 In1 C1
Cubic,5,3,Y1 Cu1 O3
Orthorhombic,20,3,Nd1 Ga1 O3
Cubic,5,3,Na1 V1 F3
Monoclinic,20,4,Sr2 Yb1 Ru1 O6
Monoclinic,20,4,La2 Mg1 Ir1 O6
Cubic,10,4,Na1 Sm1 Hf2 O6
Orthorhombic,20,3,La1 Pd1 O3
Cubic,5,3,Ba1 Np1 O3
Cubic,10,3,Rb3 Sc1 Cl6
Cubic,5,3,Sc3 Sn1 C1
Cubic,5,3,Eu1 Ti1 O3
Cubic,20,4,Ba2 Mn1 Mo1 O6
Cubic,10,4,K2 In1 Hg1 Br6
Cubic,10,4,K1 Rb2 Mo1 F6
Cubic,5,3,Rb1 V1 F3
Cubic,10,4,K2 Sc1 Ag1 Cl6
Cubic,5,3,Cs1 Tm1 Cl3
Orthorhombic,28,3,In2 Pb1 S4
Cubic,10,4,Rb2 Li1 Tm1 Cl6
Orthorhombic,20,3,Lu1 Ga1 O3
Cubic,5,3,Pa1 Ag1 O3
Cubic,5,3,Ga1 Te1 O3
Orthorhombic,20,3,Ba1 U1 O3
Cubic,5,3,Tc1 Sn1 O3
Cubic,10,4,Rb2 Sc1 Ag1 F6
Cubic,10,3,K3 Pd1 F6
Monoclinic,20,4,Ca2 Sc1 Nb1 O6
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,10,4,Cs2 Eu1 Cu1 Cl6
Cubic,10,3,Na3 Ru1 F6
Cubic,5,3,Ba1 Tl1 O3
Cubic,10,3,Rb3 Mo1 F6
Cubic,10,4,Na1 Eu1 Zr2 O6
Cubic,5,3,K1 Dy1 O3
Monoclinic,20,4,Li1 Sm2 Ir1 O6
Cubic,5,3,Np1 Ta1 O3
Cubic,5,3,Mg1 Tl1 O3
Cubic,5,3,Yb1 Ni1 O3
Cubic,10,4,Nb1 Ga1 Pb2 O6
Cubic,10,4,Rb2 Li1 Ho1 Cl6
Cubic,5,3,Sm1 Sb1 O3
Cubic,10,4,Sr2 Nd1 V1 O6
Cubic,10,4,Ba2 Ho1 Ta1 O6
Orthorhombic,20,3,Zn1 Fe1 O3
Cubic,10,4,Ca2 Dy1 Sb1 O6
Cubic,10,4,Ca2 Ni1 Bi1 O6
Cubic,10,4,K1 Rb2 Bi1 F6
Cubic,40,4,Ba2 Tb1 Sn1 O6
Cubic,10,4,Sr2 Zn1 Mo1 O6
Cubic,5,3,Si1 Mo1 O3
Cubic,40,4,Sr2 Gd1 W1 O6
Orthorhombic,20,3,Ca1 V1 O3
Orthorhombic,20,3,Li1 Be1 H3
Cubic,10,4,Ba2 Tb1 Ce1 O6
Trigonal,16,3,Sr3 La4 O9
Orthorhombic,20,3,Cs1 Eu1 Br3
Cubic,5,3,Li1 Lu1 O3
Cubic,5,3,K1 Tl1 O3
Monoclinic,20,4,Sr2 Zn1 Re1 O6
Orthorhombic,20,3,Tb1 Lu1 O3
Cubic,5,3,Th1 Re1 O3
Orthorhombic,20,3,Ho1 Fe1 O3
Cubic,10,4,Rb2 Na1 Tb1 F6
Cubic,10,4,Ba2 Dy1 Ta1 O6
Cubic,5,3,Tm3 In1 C1
Cubic,5,3,Er1 Ru3 C1
Monoclinic,20,4,Sr2 Sc1 Ta1 O6
Orthorhombic,20,3,Sr1 Hf1 O3
Cubic,5,3,Na1 Mg1 O3
Cubic,5,3,Al1 Bi1 O3
Cubic,5,3,Zn1 B1 O3
Orthorhombic,20,3,Lu1 V1 O3
Cubic,10,4,Sr2 Li1 Re1 O6
Cubic,10,4,Eu2 Cr1 Sn1 O6
Cubic,10,4,Ca2 Fe1 W1 O6
Orthorhombic,20,3,Ce1 Sc1 S3
Orthorhombic,20,3,Mg1 Si1 O3
Orthorhombic,20,3,Mg1 Bi1 O3
Cubic,5,3,Ni1 Pb1 O3
Cubic,5,3,Mn3 In1 C1
Cubic,10,4,Cs2 Rb1 In1 F6
Cubic,10,4,Cs2 Cu1 Bi1 Br6
Cubic,10,3,Ba1 Bi1 O3
Cubic,10,4,K2 Na1 Al1 H6
Cubic,10,4,Rb2 In1 As1 F6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,5,3,Ba1 Nd1 O3
Cubic,5,3,Lu1 Si1 O3
Cubic,10,3,Rb3 Ru1 F6
Cubic,10,4,Sr2 Mg1 Ir1 O6
Cubic,40,4,Sr2 Eu1 Nb1 O6
Cubic,20,4,Sr2 Co1 Mo1 O6
Cubic,10,4,Cs2 Li1 Bi1 F6
Cubic,10,4,Ca6 Al2 N1 F1
Cubic,10,4,Na2 Mn1 Ag1 F6
Cubic,10,4,Nd1 Eu2 Nb1 O6
Cubic,10,4,Rb2 Tb1 Ag1 Cl6
Cubic,5,3,Rb1 Cd1 F3
Cubic,10,4,K2 Tb1 Au1 Cl6
Cubic,10,4,K2 Ga1 Hg1 I6
Cubic,10,4,Cs2 K1 Ce1 Br6
Cubic,10,4,Rb2 La1 Au1 Cl6
Cubic,10,4,Rb2 In1 Sb1 F6
Cubic,10,4,Sr2 Hf1 Ti1 O6
Cubic,5,3,Ho1 Si1 O3
Cubic,10,3,Rb3 Au1 F6
Cubic,10,4,Ba2 U1 Ti1 O6
Cubic,10,4,K1 Sc1 Tl2 F6
Orthorhombic,20,3,Ca1 Rh1 O3
Cubic,5,3,Al1 Fe3 O1
Cubic,10,4,Rb2 Na1 Sc1 Br6
Cubic,5,3,Pr3 Ga1 C1
Cubic,10,4,K1 Eu1 Zr2 O6
Orthorhombic,20,3,Tb1 Co1 O3
Cubic,5,3,Gd1 B1 Rh3
Cubic,10,4,K2 Pr1 Cu1 I6
Cubic,5,3,Eu1 Rh3 C1
Orthorhombic,20,3,Tm1 Mn1 O3
Cubic,5,3,Eu1 Os1 O3
Cubic,5,3,Ca3 As1 N1
Orthorhombic,20,4,Ca1 Ta1 N1 O2
Tetragonal,50,4,Sr4 Ca1 Fe5 O15
Cubic,10,4,Na2 Cu1 Sb1 F6
Cubic,10,4,K2 Tl1 Hg1 F6
Cubic,5,3,Sr3 Sb1 N1
Cubic,10,3,K1 In1 I3
Cubic,5,3,K1 Ba1 O3
Cubic,5,3,Th1 Be1 O3
Orthorhombic,120,3,Na1 Nb1 O3
Cubic,5,3,Mn1 Tl1 F3
Cubic,10,4,Ba2 Dy1 U1 O6
Orthorhombic,20,3,La1 Tm1 O3
Cubic,10,4,K2 Ga1 Ag1 Cl6
Cubic,10,4,Rb2 Ag1 Mo1 F6
Cubic,10,4,Sr2 Hf1 V1 O6
Cubic,10,4,K2 Na1 In1 I6
Orthorhombic,20,3,Li1 Mn1 F3
Cubic,10,4,Rb2 Na1 Bi1 I6
Cubic,5,3,K1 Rb1 O3
Cubic,5,3,Ho1 Ge1 O3
Cubic,5,3,Sr1 Tm1 O3
Cubic,10,4,Cs2 Li1 Dy1 Cl6
Cubic,5,3,Gd1 Co1 O3
Cubic,5,3,Th1 Ru3 C1
Orthorhombic,20,3,K1 Mn1 Cl3
Cubic,10,4,Yb1 Ta1 Pb2 O6
Cubic,5,3,Cs1 Na1 O3
Orthorhombic,36,3,Rb1 Fe3 O5
Cubic,5,3,K1 In1 O3
Cubic,10,4,Cs2 Hg1 Sb1 Cl6
Cubic,20,4,Mn1 Te1 Pb2 O6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,10,4,Ba2 Sm1 W1 O6
Orthorhombic,20,4,Sr1 Ca1 Ru2 O6
Cubic,5,3,Cs1 Au1 Br3
Cubic,10,4,Eu2 Y1 V1 O6
Orthorhombic,20,3,Pr1 Lu1 O3
Orthorhombic,20,3,Sm1 Al1 O3
Cubic,10,3,Pr1 Al1 O3
Cubic,5,3,Cu1 Ag1 F3
Cubic,5,3,Nd3 In1 N1
Cubic,5,3,K1 Mg1 H3
Cubic,10,4,Sr2 Ti1 Bi1 O6
Cubic,10,4,Rb2 Li1 Ta1 Br6
Cubic,5,3,La3 Al1 N1
Cubic,10,4,K2 Na1 Ir1 F6
Orthorhombic,20,3,Y1 W1 O3
Cubic,10,4,K2 Er1 Ag1 Cl6
Cubic,40,4,Ba2 Co1 Re1 O6
Cubic,5,3,Ac1 Ni1 O3
Cubic,10,4,Cs2 Ag1 As1 Cl6
Cubic,5,3,Ba1 Cd1 O3
Cubic,5,3,In1 Os1 O3
Cubic,10,4,Eu2 Lu1 Ta1 O6
Cubic,5,3,Cs1 Yb1 F3
Cubic,5,3,Rb1 W1 O3
Cubic,5,3,Al1 Pb1 O3
Cubic,10,4,K2 Li1 Ce1 I6
Cubic,10,4,Rb2 Li1 Nd1 Cl6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,5,3,Cs1 In1 Br3
Cubic,5,3,Ti3 Tl1 C1
Orthorhombic,40,5,Na3 Gd1 Ti2 Nb2 O12
Cubic,5,3,Ba1 Ir1 O3
Cubic,10,4,Ba2 Ce1 Zr1 O6
Cubic,10,4,Rb2 Li1 Nd1 Cl6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Trigonal,20,3,La1 Co1 O3
Cubic,10,4,Sr2 Eu1 Sb1 O6
Cubic,5,3,Sc3 In1 N1
Orthorhombic,20,3,Tb1 V1 O3
Orthorhombic,20,3,Sr1 Zr1 S3
Cubic,10,4,Cs2 Tl1 In1 F6
Cubic,5,3,Er3 Sn1 C1
Cubic,5,3,Np1 Tc1 O3
Cubic,5,3,Cs1 Hg1 F3
Tetragonal,40,4,La5 Sm3 Cr8 O24
Tetragonal,10,4,Ba2 Sm1 Mo1 O6
Cubic,10,3,K3 Al1 Cl6
Cubic,10,4,Rb2 Tl1 Au1 Cl6
Cubic,10,4,K2 In1 As1 Cl6
Cubic,10,4,Cs2 Y1 In1 Cl6
Cubic,10,4,Rb2 Eu1 Cu1 Cl6
Cubic,10,4,Cs2 Li1 Sb1 I6
Orthorhombic,20,3,Na1 Os1 O3
Cubic,10,3,Rb3 Y1 F6
Cubic,10,3,Sr1 Ni1 O3
Cubic,10,4,Na2 Li1 Ir1 F6
Cubic,10,4,K2 Na1 Ga1 Cl6
Cubic,5,3,Zr1 Tl1 O3
Cubic,10,4,K2 Sc1 Ag1 Br6
Cubic,10,4,Ba2 Sc1 Os1 O6
Cubic,10,4,Cs2 Y1 Hg1 F6
Cubic,5,3,K3 I1 O1
Cubic,10,4,Cs2 Al1 Cu1 Cl6
Cubic,10,4,Sr2 Tb1 Sn1 O6
Cubic,20,4,Ba2 Cr1 Mo1 O6
Cubic,5,3,Np1 Sn1 O3
Cubic,10,4,Sr2 Dy1 Sb1 O6
Cubic,10,4,K2 Cu1 Sb1 Cl6
Cubic,10,4,Eu2 In1 Fe1 O6
Cubic,10,4,K2 In1 Ag1 F6
Monoclinic,20,4,Sr2 Sc1 Nb1 O6
Cubic,10,4,Ba2 Pr1 Ti1 O6
Cubic,10,4,Cs2 Na1 Bi1 I6
Cubic,10,4,K2 Mn1 Hg1 F6
Cubic,5,3,Yb1 Ge1 O3
Cubic,5,3,Bi1 Mo1 O3
Cubic,5,3,K1 Ca1 F3
Cubic,10,4,Cs2 Ga1 Hg1 I6
Cubic,5,3,Rb1 Fe1 F3
Cubic,5,3,Ti1 Be1 O3
Orthorhombic,20,3,Rb1 Yb1 Br3
Orthorhombic,20,3,Lu1 Ti1 O3
Cubic,5,3,Sr1 Pu1 O3
Cubic,10,4,Ba2 Sr1 Ir1 O6
Cubic,10,3,Cs3 Pd1 F6
Cubic,10,4,Sc1 Nb1 Pb2 O6
Cubic,10,4,K2 Ga1 Cu1 F6
Cubic,10,4,Rb2 Sc1 Cu1 Cl6
Cubic,10,4,Cs2 K1 Pr1 Br6
Cubic,10,4,Rb2 Tl1 Cu1 F6
Cubic,5,3,La1 Pt1 O3
Cubic,10,3,Rb3 Au1 Cl6
Cubic,5,3,Pa1 Ta1 O3
Tetragonal,20,5,Ba4 Ta2 Ti1 Zn1 O12
Cubic,5,3,Ge1 Pd1 O3
Cubic,10,4,Sr2 Gd1 Cr1 O6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,10,4,K2 Na1 Tb1 Cl6
Monoclinic,20,4,Sr2 Tm1 Ta1 O6
Cubic,5,3,Ce1 Ga1 O3
Cubic,10,3,Cs3 Tb1 F6
Trigonal,25,5,Ca4 U1 Al2 Si3 O15
Orthorhombic,20,3,Ho1 Rh1 O3
Cubic,10,4,Ba2 Ag1 I1 O6
Cubic,10,4,Eu2 Dy1 Mn1 O6
Monoclinic,20,4,Sr2 Gd1 Ru1 O6
Cubic,5,3,Sr1 Tc1 O3
